title,review_count,review_sum,reviewer_id,single_rating_value,review_date,reviewer_url,review_contents,url
Functional Programming Principles in Scala,40,4.85,Huy,5,2014-11-01,null,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Denis Ananev,5,2016-07-06,/u/41235,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Oleg Tyshev,5,2015-11-03,/u/110553,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Hadrien Zalek,5,2015-09-04,/u/92688,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Pei Li,4,2015-06-08,/u/67233,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Ivan Vyshnevskyi,4,2014-11-08,null,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Paolo Midali,5,2016-04-15,/u/161357,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Jarek Skrzypek,4,2015-07-18,/u/76944,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Puhan,5,2015-08-02,null,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Gil,5,2015-09-13,/u/95232,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Panayiotis Tembriotis,5,2016-03-20,/u/107311,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Mark Henry Butler,5,2016-02-25,/u/145826,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Kuronosuke,5,2015-05-23,null,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Gregory Deangelis,5,2015-11-28,/u/116662,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Functional Programming Principles in Scala,40,4.85,Hchan,5,2016-07-17,/u/54335,,https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala
Introduction to Sustainability,11,4.545454545,Anonymous,5,2012-12-18,null,"Complex subjects such as Malthusian thinking, Tragedy of the Commons, Milankovitch cycles, climate vs. weather, greenhouse gases, and many others were very well explained by Prof. Tomkin. Now I'm able to understand sustainability discussions as well as possible ways of keeping our planet healthy.",https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Patrick E.,5,2015-01-15,null,"Very interesting! Course was well-setup. I was a bit reluctant to participate in the discussion forums at first (as this was my first MOOC), but once I did I learned a lot from it.",https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Michael King,5,2015-05-03,/u/59941,"A great course, very well organised. Highly recommended. Quite a bit of work, I spent around 9 hours per week on it. Feel like I have earned my certificate.",https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Agnieszka,3,2014-09-27,null,,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Gunhild Jonsson,5,2015-06-26,/u/62300,,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Paul,5,2014-02-25,null,,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Michael Mazzola,5,2016-05-11,null,,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Delphine Courtin,3,2015-06-01,/u/34662,,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Introduction to Sustainability,11,4.545454545,Anonymous,4,2015-08-03,null,,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability
Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,3,3.333333333,Anonymous,2,2014-03-22,null,,https://www.class-central.com/mooc/686/coursera-fundamentals-of-audio-and-music-engineering-part-1-musical-sound-electronics
Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,3,3.333333333,Ma Junyi,3,2015-10-08,null,,https://www.class-central.com/mooc/686/coursera-fundamentals-of-audio-and-music-engineering-part-1-musical-sound-electronics
Social and Economic Networks: Models and Analysis,6,4.333333333,Gregory J Hamel ( Life Is Study),3,2015-06-18,/@greg,,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,6,4.333333333,Anonymous,5,2016-02-21,null,"Excellent course, by one of the finest minds in the field. Lectures were clear, informative, interesting. Assignments were very fair and instructive.",https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,6,4.333333333,Anonymous,5,2015-11-18,null,,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,6,4.333333333,C?sar Alba,5,2016-07-05,null,,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,6,4.333333333,Chris Khein,4,2016-02-14,/u/141333,,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,6,4.333333333,Mark Henry Butler,4,2016-02-25,/u/145826,,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Games without Chance: Combinatorial Game Theory,3,2.666666667,Zach,2,2016-02-23,/u/122078,,https://www.class-central.com/mooc/636/coursera-games-without-chance-combinatorial-game-theory
Games without Chance: Combinatorial Game Theory,3,2.666666667,Adelyne Chan,3,2014-07-20,/@adelyne,"I took this course because I was curious as to how ""Games Without Chance"" could be analysed - many of the strategic courses I had taken previously had an element of chance. Prof Morley does very well in keeping things engaging and adding some sense of humour into his lectures.",https://www.class-central.com/mooc/636/coursera-games-without-chance-combinatorial-game-theory
Games without Chance: Combinatorial Game Theory,3,2.666666667,Anirudh Agrawal,3,2016-04-25,/u/116490,,https://www.class-central.com/mooc/636/coursera-games-without-chance-combinatorial-game-theory
English Composition I,17,3.294117647,Gearoid Morley,4,2014-07-22,null,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Sami Laine,4,2014-12-17,null,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Jos Gysenbergs,5,2014-08-23,null,"Not easy especially for non-native speakers. However, this was a most rewarding course because prof. Comer's expertise lifted the level high enough to keep attention to a maximum. If you manage to reach distinction (around 90% if I remember well) you will gain a strong confidence in writing academic texts.",https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Jesumay Keppel,5,2015-06-30,/u/72469,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Joao Manuel Alves Da Costa,2,2014-08-24,null,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,George Simons,3,2015-07-27,/u/79357,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Cristiano Soares,5,2015-08-14,/u/86507,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Javed Shaikh,2,2015-06-25,/u/71176,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Dfafdasfasf,4,2015-08-23,/u/88980,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Andrea Lewis,3,2015-09-03,/u/69508,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Sherry Hunter,2,2015-06-28,/u/72106,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Malisaa,1,2015-08-25,/u/89752,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Saqib Niazi,3,2015-08-07,/u/83528,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Bob,1,2014-03-03,null,"Just a horrible way to waste your time. Did not like the instructor & her way of teaching. Different strokes for different folks, some peers found it thrilling. Not my cup of tea, F-",https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Muzafar Khan,3,2015-10-18,null,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Ashikin Aziz,5,2015-07-21,/u/70831,,https://www.class-central.com/mooc/617/coursera-english-composition-i
English Composition I,17,3.294117647,Masato Yonekawa,4,2015-09-05,/u/73990,,https://www.class-central.com/mooc/617/coursera-english-composition-i
The Music of the Beatles,9,4.777777778,Paul Butt,5,2014-04-18,null,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Mrs Susan England,5,2014-07-25,null,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Cheryl Citron,5,2014-04-15,null,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Chris Khein,5,2016-04-24,/u/141333,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Aana,4,2015-03-24,null,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Alan Salsac,5,2015-07-17,/u/74690,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Luz Alejandra Magre Colorado,5,2015-08-08,/u/84030,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
The Music of the Beatles,9,4.777777778,Anne Elder,4,2016-05-03,/u/29268,,https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles
Understanding Europe: Why It Matters and What It Can Offer You,5,4.2,Uros J,4,2015-01-16,null,,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,5,4.2,Rooswilhelm,3,2015-12-26,/u/89331,,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,5,4.2,Paul Ransom,5,2015-06-29,null,,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,5,4.2,Llama,4,2015-12-10,null,,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Dean,1,2015-01-05,null,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Will Smith,3,2015-04-01,/u/55291,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,3,2015-04-24,null,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,5,2014-02-26,null,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Aqeel Labash,5,2015-04-03,/u/55765,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,1,2015-06-18,null,Boring and outdated lectures. Def not the right way to learn Android app development. I'd recommend serious learners to directly start by following the training material on the official Android documentation site: developer.android.com/training . If you prefer video lectures then the Udacity courses listed in their Nanodegree curriculum are the best. They are co-produced by Google engineers.,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Panos Gr,5,2015-05-21,/u/40387,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Maziar Mehrabi,5,2015-04-04,null,"I used to struggle a lot in learning Android before I took these courses. Prof. A. Porter explains everything clearly and the studying facilities provided by Coursera platform such as discussion forums and peer assessments makes the learning process much easier. Moreover, the course material gets updated in respect to Android Studio, Eclipse and the latest APIs when necessary.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Jorge Agudo Praena,5,2015-04-10,/u/39878,This course makes learning to program Android apps easy and funny. I would definitely recommend to anyone who has absolutely no background on mobile development (as me) and wants to start quickly but on solid knowledge. It¡¯s a super course and Pr Porter excels at explaining all the concepts.,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,3,2015-04-05,null,"The technology used was outdated. No android studio and it was hard to follow because of this. I think the professor knows what he's talking about, but needs to update his videos to make thing up-to-date.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Marjorie Moreno Ivy,5,2015-04-03,/u/55758,Thanks Mr. Porter. It is the best course ever. The explanations were crystal clear and I have learned a lot here.,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Dmitri,5,2015-04-04,/u/55889,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Erick,5,2015-04-05,/u/56086,"I had programmed before with Android. But in this class I learned that I did not know the fundamentals about Android. This first part of the course has complimented my knowledge about Android. I will continue studying the remains of the courses, of course.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,5,2015-04-03,null,"Excellent course!! These courses gave me a great revision, corrected some of my concepts, and taught me a lot more new materials. I recommend this course to those who want to challenge themselves. Thanks Prof Porter and team.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Cl?udio Tereso,3,2015-03-12,/u/40192,"I had a hard time following the course, it takes a lot of time.

In the end it looks that I didn't learn a lot :(

Let's go to the second part and hope that more ground is achieved.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,C?sar Garc?a P?cora,5,2015-04-01,/u/55251,"The course was really helpful, it introduced me to the Android world like no other course did in the past. I will do the whole Specialization as the other courses seem to be great too.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Maresu Andrei Razvan,5,2014-10-04,null,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Jerome Vonk,5,2015-04-06,/u/56163,"I learned a lot. Of course it is expected that you¡¯ll have to figure out some things at your own. Nevertheless, it is good stuff.",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Mayraj Sayyed,1,2015-05-09,/u/60946,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,1,2015-03-29,null,"This course is total jank. The lectures are plain and boring and most of the homework doesn't even let you code. Don't make my excuse by taking the course, I found these videos by a guy named ""Bucky"" on YouTube, they are much more worth it",https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,5,2014-09-06,null,It is very useful to learn android.In this class you can do very interesting android applications.,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Rotem Ben-layish,5,2016-06-28,/u/188890,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,F?lix P?rez,5,2015-09-08,/u/93812,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Jesus Montanez,5,2015-08-05,/u/82278,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Natalie Childs,4,2015-10-06,/u/102062,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Bassem Ehab,5,2015-07-26,/u/45677,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Yuri,3,2016-03-03,/u/148026,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Dimitri Gurewitsch,4,2015-08-03,/u/41773,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Anonymous,5,2015-03-31,null,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Niklas Th?rne,4,2016-02-15,/u/140553,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Mark Henry Butler,5,2016-02-25,/u/145826,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Riya Banerjee,5,2015-07-30,/u/80301,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Satyam Banerjee,5,2016-01-30,/u/135921,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Programming Mobile Applications for Android Handheld Systems: Part 1,35,4.114285714,Mattia Monga,3,2014-08-29,null,,https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1
Sistemas Digitales: De las puertas l?gicas al procesador,2,4.5,Anonymous,4,2014-10-20,null,"A rather good first course in digital design, with logic gates etc. Quite good interactive environment, which was used in labs to build systems by drag-and-drop of components. Kudos for having all material and lectures in English as well. I don't know a word Spanish and I had _no_ problems completing the course. At least from a language point of view :)",https://www.class-central.com/mooc/1457/coursera-sistemas-digitales-de-las-puertas-logicas-al-procesador
Sistemas Digitales: De las puertas l?gicas al procesador,2,4.5,Chema Cort?s,5,2015-06-01,/u/20364,,https://www.class-central.com/mooc/1457/coursera-sistemas-digitales-de-las-puertas-logicas-al-procesador
The Data Scientist¡¯s Toolbox,139,3.201438849,Life is Study,1,2014-07-16,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Anonymous,1,2014-08-03,null,"The whole ""course"" is doable in about 2 hours. It's laughably easy ? the main point is to get you to install RStudio. Granted, if you've never used Github it'll be a bit bewildering, but I think it's wildly excessive to have a Signature Track certificate with a $49 fee to basically prove you're capable of signing up to a website.",https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Ricardo Vladimiro,3,2014-05-09,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Anonymous,3,2014-11-06,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Anonymous,4,2015-02-26,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Anonymous,1,2015-01-06,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Jasmine Mercier,2,2014-06-05,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Mohamed Sameh,2,2014-07-20,null,"The course is very easy, and its material is very shallow, it should have been only a first-week introduction to another course in Coursera's Data specialization track.",https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Greg Chapman,4,2014-08-05,null,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Anonymous,3,2014-07-30,null,"If you have never worked with Git, GitHub, R, or RStudio, this is a great (very short) introduction.

I have seen a lot of people in later courses of the specialization complain that they did not know how to upload the peer projects onto github, so I would say it can be a very useful class.",https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Brandt Pence,2,2016-04-23,/u/163690,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
The Data Scientist¡¯s Toolbox,139,3.201438849,Adelyne Chan,2,2015-07-23,/@adelyne,,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
