cliq,freq
"['Business & Management', 'Computer Science', 'Engineering']",13
"['Computer Science', 'Data Analysis', 'Law']",13
"['Computer Science', 'Electronics', 'Software Development']",13
"['Communication', 'Computer Science', 'Electronics']",13
"['Computer Science', 'Engineering', 'Software Development']",13
"['Communication', 'Computer Science', 'Data Analysis']",13
"['Communication', 'Computer Science', 'Governance and Society']",13
"['Communication', 'Computer Science', 'Engineering']",13
"['Biology & Life Sciences', 'Business & Management', 'Math and Logic']",13
"['Biology & Life Sciences', 'Business & Management', 'Social Sciences']",13
"['Biology & Life Sciences', 'Math and Logic', 'Social Sciences']",13
"['History', 'History', 'Physics and Astronomy']",13
"['Biology & Life Sciences', 'Communication', 'Law']",13
"['Computer Science', 'Design and Product', 'Math and Logic']",13
"['Computer Science', 'Design and Product', 'Law']",13
"['Bioinformatics', 'Computer Science', 'Economics']",13
"['Computer Science', 'Economics', 'Music and Art']",13
"['Computer Science', 'Law', 'Music and Art']",13
"['Computer Science', 'Governance and Society', 'Music and Art']",13
"['Computer Science', 'Math and Logic', 'Medicine & Healthcare']",13
"['Algorithms', 'Computer Science', 'Math and Logic']",13
"['Biology', 'Computer Science', 'History']",13
"['Algorithms', 'Computer Science', 'Law']",13
"['History', 'Math and Logic', 'Physics and Astronomy']",13
"['Economics', 'Music and Art', 'Software Development']",13
"['Economics', 'Environmental Science and Sustainability', 'Music and Art']",13
"['Environmental Science and Sustainability', 'Music and Art', 'Music and Art']",13
"['Computer Security and Networks', 'Data Analysis', 'Psychology']",13
"['Computer Science', 'Machine Learning', 'Psychology']",12
"['History', 'Physics and Astronomy', 'Software Development']",12
"['Computer Science', 'Economics', 'Software Development']",12
"['Biology & Life Sciences', 'Machine Learning', 'Software Development']",12
"['Computer Science', 'Economics & Finance', 'Software Development']",12
"['Bioinformatics', 'Computer Science', 'Software Development']",12
"['Computer Science', 'Entrepreneurship', 'Software Development']",12
"['Computer Science', 'Design and Product', 'Environmental Studies']",12
"['Computer Science', 'Design and Product', 'Social Sciences']",12
"['Business & Management', 'Computer Science', 'Design and Product']",12
"['Computer Science', 'Design and Product', 'Education']",12
"['Computer Science', 'Design and Product', 'Software Development']",12
"['Computer Science', 'Design and Product', 'Humanities']",12
"['Communication', 'Computer Science', 'Design and Product']",12
"['Clinical Science', 'Computer Science', 'Math and Logic']",12
"['Clinical Science', 'Computer Science', 'Environmental Studies']",12
"['Clinical Science', 'Computer Science', 'Social Sciences']",12
"['Business & Management', 'Clinical Science', 'Computer Science']",12
"['Clinical Science', 'Computer Science', 'Law']",12
"['Clinical Science', 'Computer Science', 'Education']",12
"['Clinical Science', 'Computer Science', 'Software Development']",12
"['Clinical Science', 'Computer Science', 'Humanities']",12
"['Clinical Science', 'Communication', 'Computer Science']",12
"['Computer Science', 'Environmental Studies', 'Music and Art']",12
"['Computer Science', 'Humanities', 'Music and Art']",12
"['Computer Science', 'Environmental Studies', 'Machine Learning']",12
"['Computer Science', 'Law', 'Machine Learning']",12
"['Computer Science', 'Humanities', 'Machine Learning']",12
"['Communication', 'Computer Science', 'Machine Learning']",12
"['Computer Science', 'Education & Teacher Training', 'Math and Logic']",12
"['Computer Science', 'Electronics', 'Math and Logic']",12
"['Computer Science', 'Engineering', 'Math and Logic']",12
"['Biology', 'Computer Science', 'Social Sciences']",12
"['Biology', 'Business & Management', 'Computer Science']",12
"['Biology', 'Computer Science', 'Education']",12
"['Biology', 'Computer Science', 'Humanities']",12
"['Computer Science', 'Environmental Studies', 'Medicine & Healthcare']",12
"['Computer Science', 'Education & Teacher Training', 'Environmental Studies']",12
"['Computer Science', 'Data Analysis', 'Environmental Studies']",12
"['Computer Science', 'Environmental Studies', 'Governance and Society']",12
"['Algorithms', 'Computer Science', 'Environmental Studies']",12
"['Computer Science', 'Environmental Studies', 'Physics and Astronomy']",12
"['Computer Science', 'Medicine & Healthcare', 'Social Sciences']",12
"['Computer Science', 'Education & Teacher Training', 'Social Sciences']",12
"['Computer Science', 'Electronics', 'Social Sciences']",12
"['Computer Science', 'Data Analysis', 'Social Sciences']",12
"['Algorithms', 'Computer Science', 'Social Sciences']",12
"['Computer Science', 'Engineering', 'Social Sciences']",12
"['Business & Management', 'Computer Science', 'Medicine & Healthcare']",12
"['Computer Science', 'Education', 'Medicine & Healthcare']",12
"['Computer Science', 'Humanities', 'Medicine & Healthcare']",12
"['Business & Management', 'Computer Science', 'Education & Teacher Training']",12
"['Business & Management', 'Computer Science', 'Electronics']",12
"['Business & Management', 'Computer Science', 'Data Analysis']",12
"['Algorithms', 'Business & Management', 'Computer Science']",12
"['Computer Science', 'Education & Teacher Training', 'Law']",12
"['Computer Science', 'Electronics', 'Law']",12
"['Computer Science', 'Engineering', 'Law']",12
"['Computer Science', 'Education', 'Education & Teacher Training']",12
"['Computer Science', 'Education', 'Electronics']",12
"['Computer Science', 'Data Analysis', 'Education']",12
"['Algorithms', 'Computer Science', 'Education']",12
"['Computer Science', 'Education', 'Engineering']",12
"['Computer Science', 'Education & Teacher Training', 'Software Development']",12
"['Computer Science', 'Education & Teacher Training', 'Humanities']",12
"['Communication', 'Computer Science', 'Education & Teacher Training']",12
"['Computer Science', 'Electronics', 'Humanities']",12
"['Algorithms', 'Computer Science', 'Software Development']",12
"['Computer Science', 'Data Analysis', 'Humanities']",12
"['Computer Science', 'History', 'Humanities']",12
"['Computer Science', 'Governance and Society', 'Humanities']",12
"['Algorithms', 'Computer Science', 'Humanities']",12
"['Computer Science', 'Engineering', 'Humanities']",12
"['Computer Science', 'Humanities', 'Physics and Astronomy']",12
"['Algorithms', 'Communication', 'Computer Science']",12
"['Communication', 'Computer Science', 'Physics and Astronomy']",12
"['Biology & Life Sciences', 'Environmental Studies', 'Math and Logic']",12
"['Biology & Life Sciences', 'Law', 'Math and Logic']",12
"['Biology & Life Sciences', 'Humanities', 'Math and Logic']",12
"['Biology & Life Sciences', 'Communication', 'Math and Logic']",12
"['Economics & Finance', 'History', 'Math and Logic']",12
"['Computer Science', 'History', 'Philosophy & Ethics']",12
"['Economics & Finance', 'History', 'Philosophy & Ethics']",12
"['Biology & Life Sciences', 'Environmental Studies', 'Social Sciences']",12
"['Biology & Life Sciences', 'Business & Management', 'Environmental Studies']",12
"['Biology & Life Sciences', 'Environmental Studies', 'Law']",12
"['Biology & Life Sciences', 'Education', 'Environmental Studies']",12
"['Biology & Life Sciences', 'Environmental Studies', 'Software Development']",12
"['Biology & Life Sciences', 'Environmental Studies', 'Humanities']",12
"['Biology & Life Sciences', 'Communication', 'Environmental Studies']",12
"['Biology & Life Sciences', 'Law', 'Social Sciences']",12
"['Biology & Life Sciences', 'Humanities', 'Social Sciences']",12
"['Biology & Life Sciences', 'Communication', 'Social Sciences']",12
"['Biology & Life Sciences', 'Business & Management', 'Law']",12
"['Biology & Life Sciences', 'Business & Management', 'Humanities']",12
"['Biology & Life Sciences', 'Business & Management', 'Communication']",12
"['Biology & Life Sciences', 'Education', 'Law']",12
"['Biology & Life Sciences', 'Law', 'Software Development']",12
"['Biology & Life Sciences', 'Humanities', 'Law']",12
"['Biology & Life Sciences', 'Education', 'Humanities']",12
"['Biology & Life Sciences', 'Communication', 'Education']",12
"['Biology & Life Sciences', 'Humanities', 'Software Development']",12
"['Biology & Life Sciences', 'Communication', 'Software Development']",12
"['Biology & Life Sciences', 'Communication', 'Humanities']",12
"['Architecture', 'Computer Science', 'History']",12
"['Architecture', 'Economics & Finance', 'History']",12
"['Economics & Finance', 'Economics & Finance', 'History']",12
"['Economics & Finance', 'Entrepreneurship', 'Physics and Astronomy']",12
"['Computer Science', 'Governance and Society', 'History']",12
"['Economics', 'Psychology', 'Software Development']",12
"['Education', 'Music and Art', 'Software Development']",12
"['Math and Logic', 'Music and Art', 'Software Development']",12
"['Data Analysis', 'Psychology', 'Software Development']",12
"['Environmental Science and Sustainability', 'Music and Art', 'Software Development']",12
"['Bioinformatics', 'Business Strategy', 'Leadership and Management']",12
"['Business Strategy', 'Leadership and Management', 'Physics and Astronomy']",12
"['Music', 'Music and Art', 'Psychology']",12
"['Data Analysis', 'Environmental Science and Sustainability', 'Psychology']",12
"['Data Analysis', 'Music and Art', 'Music and Art']",12
"['Computer Security and Networks', 'Environmental Science and Sustainability', 'Psychology']",12
"['Computer Security and Networks', 'Music and Art', 'Music and Art']",12
"['Humanities', 'Music and Art', 'Psychology']",12
"['Mechanical Engineering', 'Music and Art', 'Psychology']",12
"['Computer Science', 'History', 'Machine Learning']",11
"['Biology & Life Sciences', 'History', 'Math and Logic']",11
"['Computer Science', 'Engineering', 'Music and Art']",11
"['Computer Science', 'Governance and Society', 'Machine Learning']",11
"['Biology & Life Sciences', 'Computer Science', 'Economics & Finance']",11
"['Biology & Life Sciences', 'Computer Science', 'Entrepreneurship']",11
"['Computer Science', 'Engineering', 'History']",11
"['Education', 'Math and Logic', 'Software Development']",11
"['Entrepreneurship', 'History', 'Software Development']",11
"['Computer Science', 'Governance and Society', 'Physics and Astronomy']",11
"['Psychology', 'Psychology', 'Software Development']",11
"['Bioinformatics', 'Music and Art', 'Psychology']",11
"['Computer Science', 'Data Analysis', 'History']",11
"['Data Analysis', 'Psychology', 'Psychology']",11
"['Environmental Science and Sustainability', 'Math and Logic', 'Music and Art']",11
"['Data Analysis', 'Math and Logic', 'Music and Art']",11
"['Biology', 'Data Analysis', 'Music and Art']",11
"['Data Analysis', 'Music and Art', 'Philosophy']",11
"['Leadership and Management', 'Psychology', 'Software Development']",10
"['Governance and Society', 'Psychology', 'Software Development']",10
"['Biology & Life Sciences', 'Psychology', 'Software Development']",10
"['Business & Management', 'Education', 'Software Development']",10
"['Education', 'Social Sciences', 'Software Development']",10
"['Biology & Life Sciences', 'Physics and Astronomy', 'Software Development']",10
"['Computer Science', 'Software Development', 'Software Development']",10
"['Biology & Life Sciences', 'Governance and Society', 'Software Development']",10
"['Business & Management', 'Math and Logic', 'Software Development']",10
"['Business & Management', 'Social Sciences', 'Software Development']",10
"['Biology & Life Sciences', 'Music and Art', 'Software Development']",10
"['Math and Logic', 'Social Sciences', 'Software Development']",10
"['Computer Science', 'Machine Learning', 'Physics and Astronomy']",10
"['Computer Science', 'Electronics', 'History']",10
"['Biology & Life Sciences', 'Engineering', 'History']",10
"['Business & Management', 'Education', 'Math and Logic']",10
"['Education', 'Math and Logic', 'Social Sciences']",10
"['Computer Science', 'Entrepreneurship', 'Math and Logic']",10
"['Business & Management', 'Math and Logic', 'Social Sciences']",10
"['Bioinformatics', 'Economics', 'Psychology']",10
"['Bioinformatics', 'Economics', 'Music and Art']",10
"['Computer Science', 'Data Analysis', 'Medicine & Healthcare']",10
"['Biology & Life Sciences', 'Machine Learning', 'Math and Logic']",10
"['Biology', 'Computer Science', 'Data Analysis']",10
"['Education', 'Math and Logic', 'Music and Art']",10
"['History', 'Music and Art', 'Physics and Astronomy']",10
"['History', 'History', 'Math and Logic']",10
"['Environmental Science and Sustainability', 'Psychology', 'Software Development']",10
"['Economics', 'Environmental Science and Sustainability', 'Psychology']",10
"['Bioinformatics', 'Economics', 'Leadership and Management']",10
"['Bioinformatics', 'Leadership and Management', 'Music and Art']",10
"['Economics', 'Math and Logic', 'Music and Art']",10
"['History', 'Law', 'Math and Logic']",10
"['Education', 'Environmental Science and Sustainability', 'Music and Art']",10
"['Economics', 'Leadership and Management', 'Physics and Astronomy']",10
"['Leadership and Management', 'Music and Art', 'Physics and Astronomy']",10
"['Data Analysis', 'Education', 'Music and Art']",10
"['Data Analysis', 'Music and Art', 'Software Development']",10
"['Data Analysis', 'Humanities', 'Music and Art']",10
"['Entrepreneurship', 'Leadership and Management', 'Physics and Astronomy']",10
"['Data Analysis', 'Economics', 'Music and Art']",10
"['Computer Science', 'Leadership and Management', 'Psychology']",9
"['Computer Science', 'Governance and Society', 'Psychology']",9
"['Biology & Life Sciences', 'Computer Science', 'Psychology']",9
"['Business & Management', 'Education', 'Social Sciences']",9
"['Biology & Life Sciences', 'History', 'Music and Art']",9
"['Biology & Life Sciences', 'Entrepreneurship', 'History']",9
"['Biology & Life Sciences', 'Math and Logic', 'Physics and Astronomy']",9
"['Computer Science', 'Computer Science', 'Entrepreneurship']",9
"['Computer Science', 'Engineering', 'Physics and Astronomy']",9
"['Computer Science', 'Economics & Finance', 'Math and Logic']",9
"['Computer Science', 'Economics & Finance', 'Philosophy & Ethics']",9
"['Biology & Life Sciences', 'History', 'History']",9
"['Architecture', 'Computer Science', 'Economics & Finance']",9
"['Computer Science', 'Computer Science', 'Economics & Finance']",9
"['Computer Science', 'Economics & Finance', 'Economics & Finance']",9
"['Computer Science', 'Leadership and Management', 'Software Development']",9
"['Biology & Life Sciences', 'Math and Logic', 'Music and Art']",9
"['Computer Science', 'Machine Learning', 'Medicine & Healthcare']",9
"['Computer Science', 'Data Analysis', 'Machine Learning']",9
"['Computer Science', 'History', 'Medicine & Healthcare']",9
"['Computer Science', 'Data Analysis', 'Governance and Society']",9
"['Law', 'Math and Logic', 'Social Sciences']",9
"['Education', 'Law', 'Math and Logic']",9
"['Law', 'Math and Logic', 'Software Development']",9
"['Education', 'Humanities', 'Math and Logic']",9
"['Humanities', 'Math and Logic', 'Software Development']",9
"['Communication', 'Math and Logic', 'Software Development']",9
"['Education', 'Law', 'Social Sciences']",9
"['Education', 'Humanities', 'Software Development']",9
"['Biology', 'Computer Science', 'Music and Art']",9
"['Biology', 'Computer Science', 'Medicine & Healthcare']",9
"['Computer Science', 'Entrepreneurship', 'Music and Art']",9
"['Biology & Life Sciences', 'Math and Logic', 'Medicine & Healthcare']",9
"['Bioinformatics', 'History', 'Music and Art']",9
"['History', 'Math and Logic', 'Social Sciences']",9
"['Economics', 'Music and Art', 'Physics and Astronomy']",9
"['Bioinformatics', 'Music and Art', 'Physics and Astronomy']",9
"['Economics', 'Math and Logic', 'Psychology']",9
"['Economics', 'Leadership and Management', 'Music and Art']",9
"['Bioinformatics', 'Economics', 'History']",9
"['Bioinformatics', 'Entrepreneurship', 'Music and Art']",9
"['Bioinformatics', 'History', 'Leadership and Management']",9
"['Bioinformatics', 'Entrepreneurship', 'History']",9
"['History', 'Leadership and Management', 'Physics and Astronomy']",9
"['Data Analysis', 'Education', 'Psychology']",9
"['Bioinformatics', 'Psychology', 'Software Development']",8
"['Leadership and Management', 'Machine Learning', 'Psychology']",8
"['Governance and Society', 'Machine Learning', 'Psychology']",8
"['Biology & Life Sciences', 'Machine Learning', 'Psychology']",8
"['Biology & Life Sciences', 'Education', 'Music and Art']",8
"['Math and Logic', 'Physics and Astronomy', 'Software Development']",8
"['Bioinformatics', 'Economics', 'Software Development']",8
"['Governance and Society', 'Machine Learning', 'Software Development']",8
"['Biology & Life Sciences', 'Medicine & Healthcare', 'Software Development']",8
"['Business & Management', 'Music and Art', 'Software Development']",8
"['Bioinformatics', 'Music and Art', 'Software Development']",8
"['Music and Art', 'Social Sciences', 'Software Development']",8
"['Biology & Life Sciences', 'Data Analysis', 'Software Development']",8
"['Biology & Life Sciences', 'History', 'Machine Learning']",8
"['Biology & Life Sciences', 'Music and Art', 'Social Sciences']",8
"['Biology & Life Sciences', 'Business & Management', 'Music and Art']",8
"['Computer Science', 'Governance and Society', 'Medicine & Healthcare']",8
"['Environmental Studies', 'Math and Logic', 'Social Sciences']",8
"['Business & Management', 'Environmental Studies', 'Math and Logic']",8
"['Environmental Studies', 'Law', 'Math and Logic']",8
"['Education', 'Environmental Studies', 'Math and Logic']",8
"['Environmental Studies', 'Math and Logic', 'Software Development']",8
"['Environmental Studies', 'Humanities', 'Math and Logic']",8
"['Communication', 'Environmental Studies', 'Math and Logic']",8
"['Humanities', 'Math and Logic', 'Social Sciences']",8
"['Communication', 'Math and Logic', 'Social Sciences']",8
"['Business & Management', 'Law', 'Math and Logic']",8
"['Business & Management', 'Humanities', 'Math and Logic']",8
"['Business & Management', 'Communication', 'Math and Logic']",8
"['Humanities', 'Law', 'Math and Logic']",8
"['Communication', 'Law', 'Math and Logic']",8
"['Communication', 'Education', 'Math and Logic']",8
"['Communication', 'Humanities', 'Math and Logic']",8
"['Biology & Life Sciences', 'Law', 'Medicine & Healthcare']",8
"['History', 'Philosophy & Ethics', 'Physics and Astronomy']",8
"['Entrepreneurship', 'History', 'Philosophy & Ethics']",8
"['Business & Management', 'Environmental Studies', 'Social Sciences']",8
"['Environmental Studies', 'Law', 'Social Sciences']",8
"['Education', 'Environmental Studies', 'Social Sciences']",8
"['Environmental Studies', 'Social Sciences', 'Software Development']",8
"['Environmental Studies', 'Humanities', 'Social Sciences']",8
"['Communication', 'Environmental Studies', 'Social Sciences']",8
"['Business & Management', 'Environmental Studies', 'Law']",8
"['Business & Management', 'Education', 'Environmental Studies']",8
"['Business & Management', 'Environmental Studies', 'Software Development']",8
"['Business & Management', 'Environmental Studies', 'Humanities']",8
"['Business & Management', 'Communication', 'Environmental Studies']",8
"['Education', 'Environmental Studies', 'Law']",8
"['Environmental Studies', 'Law', 'Software Development']",8
"['Environmental Studies', 'Humanities', 'Law']",8
"['Communication', 'Environmental Studies', 'Law']",8
"['Education', 'Environmental Studies', 'Software Development']",8
"['Education', 'Environmental Studies', 'Humanities']",8
"['Communication', 'Education', 'Environmental Studies']",8
"['Environmental Studies', 'Humanities', 'Software Development']",8
"['Communication', 'Environmental Studies', 'Software Development']",8
"['Communication', 'Environmental Studies', 'Humanities']",8
"['Biology & Life Sciences', 'History', 'Law']",8
"['Architecture', 'History', 'Physics and Astronomy']",8
"['Architecture', 'Entrepreneurship', 'History']",8
"['Business & Management', 'Law', 'Social Sciences']",8
"['Business & Management', 'Humanities', 'Social Sciences']",8
"['Business & Management', 'Communication', 'Social Sciences']",8
"['Law', 'Social Sciences', 'Software Development']",8
"['Humanities', 'Law', 'Social Sciences']",8
"['Communication', 'Law', 'Social Sciences']",8
"['Education', 'Humanities', 'Social Sciences']",8
"['Communication', 'Education', 'Social Sciences']",8
"['Humanities', 'Social Sciences', 'Software Development']",8
"['Communication', 'Social Sciences', 'Software Development']",8
"['Communication', 'Humanities', 'Social Sciences']",8
