"","V1","V2","V3","V4"
"result.380","Electrical Engineering","Math and Logic","Biology & Life Sciences","Data Analysis & Statistics"
"result.381","Electrical Engineering","Math and Logic","Biology & Life Sciences","Data Analysis & Statistics"
"result.382","Electrical Engineering","Math and Logic","Biology & Life Sciences","Software Development"
"result.383","Electrical Engineering","Math and Logic","Biology & Life Sciences","Economics & Finance"
"result.384","Electrical Engineering","Math and Logic","Biology & Life Sciences","Computer Science"
"result.385","Electrical Engineering","Math and Logic","Biology & Life Sciences","Machine Learning"
"result.386","Electrical Engineering","Math and Logic","Biology & Life Sciences","Law"
"result.387","Electrical Engineering","Math and Logic","Biology & Life Sciences","Business & Management"
"result.388","Electrical Engineering","Math and Logic","Biology & Life Sciences",NA
"result.389","Electrical Engineering","Math and Logic","Biology & Life Sciences","Business & Management"
"result.390","Electrical Engineering","Math and Logic","Biology & Life Sciences","Computer Science"
"result.391","Electrical Engineering","Math and Logic","Biology & Life Sciences","Biology & Life Sciences"
"result.392","Electrical Engineering","Math and Logic","Biology & Life Sciences","Business & Management"
"result.393","Electrical Engineering","Math and Logic","Biology & Life Sciences","Data Analysis & Statistics"
"result.394","Electrical Engineering","Math and Logic","Biology & Life Sciences","Biology"
"result.395","Electrical Engineering","Math and Logic","Biology & Life Sciences","Communication"
"result.396","Electrical Engineering","Math and Logic","Biology & Life Sciences","Humanities"
"result.397","Electrical Engineering","Math and Logic","Biology & Life Sciences","Literature"
"result.398","Electrical Engineering","Math and Logic","Biology & Life Sciences","Economics & Finance"
"result.399","Electrical Engineering","Math and Logic","Biology & Life Sciences","Data Analysis & Statistics"
"result.400","Electrical Engineering","Math and Logic","Biology & Life Sciences","Architecture"
"result.401","Electrical Engineering","Math and Logic","Biology & Life Sciences","Computer Science"
"result.402","Electrical Engineering","Math and Logic","Biology & Life Sciences","Education & Teacher Training"
"result.403","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Data Analysis & Statistics"
"result.404","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Software Development"
"result.405","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Economics & Finance"
"result.406","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Computer Science"
"result.407","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Machine Learning"
"result.408","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Law"
"result.409","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Business & Management"
"result.410","Electrical Engineering","Math and Logic","Data Analysis & Statistics",NA
"result.411","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Business & Management"
"result.412","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Computer Science"
"result.413","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Biology & Life Sciences"
"result.414","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Business & Management"
"result.415","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Data Analysis & Statistics"
"result.416","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Biology"
"result.417","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Communication"
"result.418","Electrical Engineering","Math and Logic","Data Analysis & Statistics","Humanities"
