title,provider,school,rating,review_count,language,price,description,url,course_id
Introducci?n a la visi?n por computador: desarrollo de aplicaciones con OpenCV,edX,Universidad Carlos III de Madrid,5,32,,FREE,"Con este curso, el alumnado ser? capaz de aprender y entender los conceptos b?sicos de visi?n por computador, adem?s de? implementar de forma pr?ctica algoritmos de an?lisis de im?genes a trav?s de computadores utilizando la biblioteca de funciones OpenCV. El An?lisis de Im?genes o Visi?n por Computador es la capacidad de los ordenadores de analizar im?genes capturadas por una c?mara y obtener la informaci?n de los objetos que se hayan presentes en esa escena. En la actualidad, constituye uno de los campos de la Inteligencia Artificial con un mayor ritmo de desarrollo y que m?s aplicaciones nuevas est? presentando. Hasta hace pocos a?os las c?maras digitales solo estaban implantadas en el ambiente industrial. All? se utilizan con dos fines: Lograr una mayor interacci?n entre los robots industriales y el entorno que los rodea. Conseguir un control de calidad total de los productos fabricados. Con la aparici?n d... Con este curso, el alumnado ser? capaz de aprender y entender los conceptos b?sicos de visi?n por computador, adem?s de? implementar de forma pr?ctica algoritmos de an?lisis de im?genes a trav?s de computadores utilizando la biblioteca de funciones OpenCV. El An?lisis de Im?genes o Visi?n por Computador es la capacidad de los ordenadores de analizar im?genes capturadas por una c?mara y obtener la informaci?n de los objetos que se hayan presentes en esa escena. En la actualidad, constituye uno de los campos de la Inteligencia Artificial con un mayor ritmo de desarrollo y que m?s aplicaciones nuevas est? presentando. Hasta hace pocos a?os las c?maras digitales solo estaban implantadas en el ambiente industrial. All? se utilizan con dos fines: Lograr una mayor interacci?n entre los robots industriales y el entorno que los rodea. Conseguir un control de calidad total de los productos fabricados. Con la aparici?n de nuevo hardware, c?maras y algoritmos, el mundo de la Visi?n por Computador ya no se centra exclusivamente en el ambiente industrial sino que se extiende a los smartphones, la industria del videojuego e incluso a los coches. Otra caracter?stica que ha cambiado recientemente es que hasta hace poco tiempo las t?cnicas de an?lisis de im?genes eran accesibles solamente a un reducido n?mero de especialistas. Los programas que se utilizaban eran costosos, con poca documentaci?n y que exig?an equipos inform?ticos de gama alta. Esto es ahora muy distinto; en concreto la biblioteca OpenCV, que se ver? en el curso, constituyen una soluci?n de alt?simo nivel, gratuitas, portables a diversos sistemas operativos y equipos, ordenadores o tel?fonos inteligentes y que constituyen de facto un est?ndar en la comunidad cient?fica. Para que el alumnado pueda realizar diversas aplicaciones relacionadas con la Visi?n por Computador, a lo largo del curso se revisan los tipos b?sicos de elementos y sensores, vi?ndose las ventajas e inconvenientes de cada uno de ellos, as? como las t?cnicas m?s usuales de procesar la informaci?n que proveen. A partir de dicho procesamiento de la informaci?n y de la extracci?n de caracter?sticas, se presentan diversos m?todos para el reconocimiento de patrones. read more read less",/enroll?course_id=47006&direct_enroll=true,47006
Violencia en la escuela. Herramientas para el diagn?stico e intervenci?n.,edX,M?xicoX,4,16,,FREE,"En el caso de la escuela, el fen?meno de la violencia se ha incrementado de manera significativa en el ?ltimo tiempo. Sin embargo ¢¯C?mo afrontar dicha problem?tica? Frente al car?cter limitado que poseen las estrategias de tipo restringido que plantean soluciones remediales desde enfoques de tipo reactivo y punitivo, en este curso se plantea la necesidad de construir estrategias de car?cter m?s amplio que a trav?s de enfoques de tipo preventivo pongan el acento en la promoci?n del desarrollo de climas de convivencia pac?ficos, cuando se comprende el car?cter estructural que poseen la g?nesis y desarrollo de los fen?menos de violencia en la escuela. Quien se inscriba en este curso podr? adquirir las herramientas te?rico-metodol?gicas para comprender a mayor profundidad el fen?meno y para poder construir estrategias para el diagn?stico y la intervenci?n m?s pertinentes a fin de hacer frente a los problemas de convivencia que hoy ... En el caso de la escuela, el fen?meno de la violencia se ha incrementado de manera significativa en el ?ltimo tiempo. Sin embargo ¢¯C?mo afrontar dicha problem?tica? Frente al car?cter limitado que poseen las estrategias de tipo restringido que plantean soluciones remediales desde enfoques de tipo reactivo y punitivo, en este curso se plantea la necesidad de construir estrategias de car?cter m?s amplio que a trav?s de enfoques de tipo preventivo pongan el acento en la promoci?n del desarrollo de climas de convivencia pac?ficos, cuando se comprende el car?cter estructural que poseen la g?nesis y desarrollo de los fen?menos de violencia en la escuela. Quien se inscriba en este curso podr? adquirir las herramientas te?rico-metodol?gicas para comprender a mayor profundidad el fen?meno y para poder construir estrategias para el diagn?stico y la intervenci?n m?s pertinentes a fin de hacer frente a los problemas de convivencia que hoy d?a se viven en las escuelas. read more read less",/enroll?course_id=47050&direct_enroll=true,47050
Programaci?n Orientada a Objetos,edX,M?xicoX,3,27,,FREE,"Descubre la programaci?n orientada a objetos y resuelve problemas con sistemas computacionales. En este curso trabajar?s con los fundamentos de la programaci?n orientada a objetos para la resoluci?n de problemas en sistemas computacionales. Tu empe?o y dedicaci?n ser?n cruciales para culminar con ?xito las metas que hemos dise?ado para ti, por lo que deber?s dedicarle 12 horas de estudio a la semana; administra tu tiempo adecuadamente. Te sugerimos realizar un plan de trabajo para que consideres las fechas l?mites de las actividades y evitar atrasos. Por otra parte es importante que pongas mucha atenci?n en todos los recursos que te ofrecemos, los cuales refuerzan tu conocimiento para culminar el curso satisfactoriamente. Para facilitar la comprensi?n y asimilaci?n de los contenidos del curso, hemos dise?ado videos, ilustraciones, animaciones, tutoriales, documentos adicionales y ejemplos que debes analizar y relacionar con ... Descubre la programaci?n orientada a objetos y resuelve problemas con sistemas computacionales. En este curso trabajar?s con los fundamentos de la programaci?n orientada a objetos para la resoluci?n de problemas en sistemas computacionales. Tu empe?o y dedicaci?n ser?n cruciales para culminar con ?xito las metas que hemos dise?ado para ti, por lo que deber?s dedicarle 12 horas de estudio a la semana; administra tu tiempo adecuadamente. Te sugerimos realizar un plan de trabajo para que consideres las fechas l?mites de las actividades y evitar atrasos. Por otra parte es importante que pongas mucha atenci?n en todos los recursos que te ofrecemos, los cuales refuerzan tu conocimiento para culminar el curso satisfactoriamente. Para facilitar la comprensi?n y asimilaci?n de los contenidos del curso, hemos dise?ado videos, ilustraciones, animaciones, tutoriales, documentos adicionales y ejemplos que debes analizar y relacionar con todo lo que haces en tu vida diaria. Asimismo, pondr?s en pr?ctica tus conocimientos mediante actividades que te servir?n para conocer tu nivel de dominio de cada apartado y te servir?n para acreditar tu curso. read more read less",/enroll?course_id=47118&direct_enroll=true,47118
Administraci?n de proyectos de Tecnolog?as de la Informaci?n,edX,M?xicoX,4,20,,FREE,"En este curso trabajar?s la definici?n, el desarrollo y el cierre de un proyecto de Tecnolog?as de la Informaci?n. Tu dedicaci?n y constancia ser?n la clave para alcanzar el ?xito deseado, a trav?s de las metas planteadas. Encontrar?s una serie de actividades para desarrollar el curso AP de TI, el tiempo propuesto para ?ste ser? de 40 horas totales. Cabe mencionar que deber?s dedicar 10 horas de estudio m?nimo a la semana, por lo que t? ser?s responsable de administrar el tiempo que le dedicar?s al MOOC de Administraci?n de Proyectos de Tecnolog?as de la Informaci?n. Te recomendamos planificar tu tiempo para poder realizar cada una de las actividades que se te solicitan como complemento a los contenidos tem?ticos para evitar retrasos. Es importante que pongas mucha atenci?n en los recursos que se te presentan dentro del contenido, ya que te servir?n para orientarte en la definici?n, desarrollo y cierre de tu proyecto inform?tico. ... En este curso trabajar?s la definici?n, el desarrollo y el cierre de un proyecto de Tecnolog?as de la Informaci?n. Tu dedicaci?n y constancia ser?n la clave para alcanzar el ?xito deseado, a trav?s de las metas planteadas. Encontrar?s una serie de actividades para desarrollar el curso AP de TI, el tiempo propuesto para ?ste ser? de 40 horas totales. Cabe mencionar que deber?s dedicar 10 horas de estudio m?nimo a la semana, por lo que t? ser?s responsable de administrar el tiempo que le dedicar?s al MOOC de Administraci?n de Proyectos de Tecnolog?as de la Informaci?n. Te recomendamos planificar tu tiempo para poder realizar cada una de las actividades que se te solicitan como complemento a los contenidos tem?ticos para evitar retrasos. Es importante que pongas mucha atenci?n en los recursos que se te presentan dentro del contenido, ya que te servir?n para orientarte en la definici?n, desarrollo y cierre de tu proyecto inform?tico. A continuaci?n te mencionaremos c?mo estar? estructurado el curso, lo cual te facilitar? su comprensi?n. El curso comprende tres grandes bloques y a cada uno corresponde una meta, de las que se desarrolla el contenido que debes estudiar, los cuales muestran y describen las etapas de administraci?n de un proyecto de Tecnolog?as de Informaci?n (TI). Lo anterior se apoya en distintas actividades y ejercicios, adem?s de los recursos complementarios proporcionados. Con la finalidad de definir un proyecto de TI, se mostrar? el an?lisis de t?cnicas y metodolog?as para el desarrollo y el cierre del mismo, entre otros aspectos que identificar?s a lo largo del contenido. Como parte de tu autoaprendizaje, se recomienda que realices las lecturas sugeridas dentro de los bloques y las investigaciones a trav?s de b?squedas en Internet y bibliograf?as especializadas en la materia de Administraci?n de Proyectos para complementar tu formaci?n y conocimiento. read more read less",/enroll?course_id=47119&direct_enroll=true,47119
Finite Element Method (FEM) Analysis and Applications,edX,Tsinghua University,4,47,,FREE,"Do you want to become an expert at structural analysis? Finite Element Method (FEM) is a powerful tool. FEM is an effective numerical technique for partial differential equations (PDEs) in engineering. The fact that modern engineers can obtain detailed information for structural, thermal, electromagnetic problems with virtual experiments largely gives credit to FEM. The finite element method provides infinite possibilities for engineering, and this course provides a detailed introduction of FEM and its applications in engineering and beyond. This course is divided into 15 lessons, which introduce basic equations of mechanics, mathematical principles of FEM, realizations in both discrete and continuum structures, various applications in engineering and skills at modeling with FEM software. Examples are demonstrated with MATLAB and ANSYS.",/enroll?course_id=47680&direct_enroll=true,47680
Spacebooks. An Introduction To Extraterrestrial Literature,Coursera,University of Zurich,4,1,,FREE,Learn about how our imagination of the universe and its inhabitants was shaped by literature throughout the last 400 years.,/enroll?course_id=47718,47718
Introduction to Big Data Analytics,Coursera,"University of California, San Diego",1,5,,FREE,"********* A new, improved version of the Big Data Specialization will become available on June 6! As such, enrollment for this course and all courses in this original Big Data Specialization will close on June 6. The original Big Data Specialization will continue to run until September 2016, when the Capstone will be offered for learners in this version of the Specialization. If you are in the middle of the Specialization and have purchased the entire original Big Data Specialization before June 6, Coursera will reach out to you to offer you the option of staying in the original Specialization or taking the new version. If you are just getting started on this Specialization, we recommend that you wait until June 6 to enroll in the new version. ********* This course is for novice programmers or business people who'd like to understand more advanced tools used to wrangle and analyze big data. In this course you will be guided ... ********* A new, improved version of the Big Data Specialization will become available on June 6! As such, enrollment for this course and all courses in this original Big Data Specialization will close on June 6. The original Big Data Specialization will continue to run until September 2016, when the Capstone will be offered for learners in this version of the Specialization. If you are in the middle of the Specialization and have purchased the entire original Big Data Specialization before June 6, Coursera will reach out to you to offer you the option of staying in the original Specialization or taking the new version. If you are just getting started on this Specialization, we recommend that you wait until June 6 to enroll in the new version. ********* This course is for novice programmers or business people who'd like to understand more advanced tools used to wrangle and analyze big data. In this course you will be guided in basic approaches to querying and exploring data using higher level tools built on top of a Hadoop Platform. You will be walked through query interfaces, environments, and the canonical situations for tools like HBASE, HIVE, Pig, as well as more general tools like Spark-SQL. After this course you will be able to identify the kinds of analysis you can get of big data and how to interpret these results. read more read less",/enroll?course_id=50404,50404
Songwriting,Coursera,Berklee,2,2,,FREE,"Important update: the Modern Musician Specialization will close for new learner enrollment on May 23, 2016. If you are interested in earning a Specialization Certificate and have not pre-paid for the Specialization, please upgrade or apply for Financial Aid by May 22, 2016. This Specialization will continue to run until May 23, 2017 to allow current students to complete their coursework, however it will be closed to new enrollment after May 23, 2016. Berklee is developing many new MOOCs that will be offered on Coursera and we plan on offering specializations in each of the areas that are currently covered in the Modern Musician Specialization. Learn the basic concepts and approaches needed to understand, create, and perform contemporary music. === There¡¯s a songwriter lurking somewhere inside you, peeking around corners, wondering if it¡¯s safe to come out. Now it is. This course is an invitation to let your inner songwriter step in... Important update: the Modern Musician Specialization will close for new learner enrollment on May 23, 2016. If you are interested in earning a Specialization Certificate and have not pre-paid for the Specialization, please upgrade or apply for Financial Aid by May 22, 2016. This Specialization will continue to run until May 23, 2017 to allow current students to complete their coursework, however it will be closed to new enrollment after May 23, 2016. Berklee is developing many new MOOCs that will be offered on Coursera and we plan on offering specializations in each of the areas that are currently covered in the Modern Musician Specialization. Learn the basic concepts and approaches needed to understand, create, and perform contemporary music. === There¡¯s a songwriter lurking somewhere inside you, peeking around corners, wondering if it¡¯s safe to come out. Now it is. This course is an invitation to let your inner songwriter step into the sunlight. All it takes is a simple ¡°yes¡± and you¡¯ll be climbing that windy hill, marveling at the view. If you haven¡¯t written any or many songs, this course will show you an efficient, effective process for tailoring songs to express your ideas and emotions. If you have, you¡¯ll look at your process differently, taking control of aspects of the process you may have not noticed. The course will start by examining the tools available to you, all revolving around the essential concept of prosody. You¡¯ll learn to use your tools to enhance your message?to work compositionally at the same time you¡¯re developing your ideas. You¡¯ll be working both lyrically and musically, though musically it¡¯s not necessary that you either read music or play an instrument. If you play, great, and you¡¯ll be encouraged to play and record your musical responses to the assignments. If you don¡¯t play, the course offers you a number of musical loops to work with. All you¡¯ll have to do is sing your melodies over the loops. Assignments will ask you to post something for peer review?sometimes lyric lines or sections, sometimes melodies, sometimes both. None of it has to be polished. The course is about writing, not performing. Most important, you¡¯ll have a lot of fun. read more read less",/enroll?course_id=50571,50571
Enabling Technologies for Data Science and Analytics: The Internet of Things (Past Run),edX,Columbia University,3,14,,FREE,"The Internet of Things is rapidly growing. It is predicted that more than 25 billion devices will be connected by 2020. In this data science course, you will learn about the major components of the Internet of Things and how data is acquired from sensors. You will also examine ways of analyzing event data, sentiment analysis, facial recognition software and how data generated from devices can be used to make decisions. This is the third and final course in the three-part Data Science and Analytics XSeries",/enroll?course_id=68512&direct_enroll=true,68512
Machine Learning for Data Science and Analytics (Past Run),edX,Columbia University,3,21,,FREE,"Machine Learning is a growing field that is used when searching the web, placing ads, credit scoring, stock trading and for many other applications. This data science course is an introduction to machine learning and algorithms. You will develop a basic understanding of the principles of machine learning and derive practical solutions using predictive analytics. We will also examine why algorithms play an essential role in Big Data analysis. This is the second course in the three-part Data Science and Analytics XSeries.",/enroll?course_id=68514&direct_enroll=true,68514
Statistical Thinking for Data Science and Analytics (Past Run),edX,Columbia University,3,29,,FREE,"This statistics and data analysis course will pave the statistical foundation for our discussion on data science. You will learn how data scientists exercise statistical thinking in designing data collection, derive insights from visualizing data,?obtain supporting evidence for data-based decisions and construct models for predicting future trends from data. This is the first course in the three-part Data Science and Analytics XSeries.",/enroll?course_id=68516&direct_enroll=true,68516
"AGRIMONITOR: pol?tica agropecuaria, seguridad alimentaria y cambio clim?tico",edX,Inter-American Development Bank,4,21,,"FREE, Add a Verified Certificate for $25","Como consumidor, seguro conoces muy bien el costo de todos los alimentos que ingieres a diario. Pero, ¢¯sabes por qu? tus alimentos tienen ese precio y por qu? ?ste es diferente al de otros pa?ses? Pues son las pol?ticas p?blicas agropecuarias, entre otros factores, los que los determinan. ¢¯Y sab?as, adem?s, que estas pol?ticas tambi?n inciden de manera muy importante en la seguridad alimentaria y el cambio clim?tico? No te pierdas la oportunidad de comparar las pol?ticas agropecuarias de los pa?ses de Am?rica Latina y el Caribe y describir la influencia de estas pol?ticas en la seguridad alimentaria, el cambio clim?tico y la competitividad regional. Para ello te acercaremos a ¡°AGRIMONITOR¡±: una base de datos creada por el BID, que contiene informaci?n de 23 pa?ses de Am?rica Latina y el Caribe, y que ser? tu mano derecha en el an?lisis de todos estos importantes temas. Adem?s de trabajar con AGRIMONITOR, en el curso encontrar?s... Como consumidor, seguro conoces muy bien el costo de todos los alimentos que ingieres a diario. Pero, ¢¯sabes por qu? tus alimentos tienen ese precio y por qu? ?ste es diferente al de otros pa?ses? Pues son las pol?ticas p?blicas agropecuarias, entre otros factores, los que los determinan. ¢¯Y sab?as, adem?s, que estas pol?ticas tambi?n inciden de manera muy importante en la seguridad alimentaria y el cambio clim?tico? No te pierdas la oportunidad de comparar las pol?ticas agropecuarias de los pa?ses de Am?rica Latina y el Caribe y describir la influencia de estas pol?ticas en la seguridad alimentaria, el cambio clim?tico y la competitividad regional. Para ello te acercaremos a ¡°AGRIMONITOR¡±: una base de datos creada por el BID, que contiene informaci?n de 23 pa?ses de Am?rica Latina y el Caribe, y que ser? tu mano derecha en el an?lisis de todos estos importantes temas. Adem?s de trabajar con AGRIMONITOR, en el curso encontrar?s videos, en los que especialistas de diversas organizaciones (BID, FAO, OCDE, entre otras) exponen su conocimiento sobre los temas tratados en el curso; lecturas te?ricas; casos reales del BID donde se promueve el an?lisis de las pol?ticas agropecuarias; recomendaciones de bibliograf?a de consulta; actividades pr?cticas para ir aprendiendo a utilizar AGRIMONITOR y foros de discusi?n, donde se abren espacios para el aprendizaje grupal alrededor de una pregunta orientadora. Adem?s, si obtienes 90 puntos sobre 100 posibles durante el curso¡¦ ¢®tendr?s la oportunidad de participar en el concurso ¡°Investiga con AGRIMONITOR¡±! El(los) ganador(es) trabajar?(n) desarrollando investigaci?n(es) para la Divisi?n de Medio Ambiente, Desarrollo Rural y Administraci?n de Riesgos por Desastres del Banco Interamericano de Desarrollo. Un monto de 10,000 d?lares estar? disponible para financiar proyectos de investigaci?n sobre temas relacionados al MOOC. *NOTA: para participar en el concurso, se requiere dominar idiomas espa?ol e ingl?s. Ya lo sabes: s?mate al curso y analiza cu?les son las mejores pol?ticas p?blicas agropecuarias para tu pa?s en el futuro. ¢®AGRIMONITOR te est? esperando! *La preparaci?n de este curso fue financiada por fondos de la iniciativa BID AGRIMONITOR y fondos del Programa Especial para el Desarrollo Institucional (SPID) del Banco Interamericano de Desarrollo (para mayor informaci?n, consulte la p?gina web SPID). *Tambi?n contamos con una versi?n este curso en ingl?s. Para ingresar a la versi?n ingl?s, hacer clic en este enlace. NOTA: el curso en espa?ol se considera como un curso diferente al ingl?s. El acceso a la versi?n en espa?ol no garantiza acceso a la versi?n en ingl?s. Si deseas acceso al curso en los dos idiomas, debes suscribirte en ambos por separado. La misma regla aplica para la obtenci?n de certificados verificados. La obtenci?n de un certificado verificado en idioma espa?ol no significa que podr?s obtener el certificado en idioma ingl?s. read more read less",/enroll?course_id=69218&direct_enroll=true,69218
Bases Matem?ticas: N?meros y terminolog?a,edX,Universitat Polit?cnica de Valencia,4,3,,"FREE, Add a Verified Certificate for $50","Este curso est?, concebido como una preparaci?n m?nima necesaria para los primeros cursos de ingenier?a y otros estudios en los que se imparten matem?ticas. En ?l trabajaremos: El concepto de conjunto y sus operaciones La notaci?n matem?tica elemental Los diferentes tipos de n?meros: naturales, enteros, racionales, irracionales y reales Finalmente aprender?s los conceptos b?sicos necesarios sobre n?meros complejos",/enroll?course_id=69519&direct_enroll=true,69519
Jugando con Android - Aprende a Programar tu Primera App,edX,Universidad Aut?noma de Madrid,4,13,,"FREE, Add a Verified Certificate for $50","Seg?n datos publicados por Gartner a nivel mundial, casi el 60% de los tel?fonos vendidos en 2013 fueron tel?fonos inteligentes. Alrededor del 80% de estos tel?fonos llevaban en su interior el sistema operativo?Android. No cabe duda, por lo tanto, de que formarse en Android es una de las mejores inversiones que puede hacer un programador en la actualidad. Como cabr?a esperar, escribir aplicaciones para dispositivos m?viles no es lo mismo que hacerlo para ordenadores de sobremesa. Las aplicaciones m?viles deben ser capaces de ejecutarse en un rango enorme de dispositivos, no solo tel?fonos, sino tambi?n relojes, pulseras, coches y televisores. Android da una respuesta satisfactoria a estos desaf?os en c?digo abierto y recientemente ha a?adido plataformas como Android Wear, Android TV y Android Auto, que abren una nueva frontera de desarrollo. El objetivo de este curso es que los estudiantes aprendan los fundamentos de la pr... Seg?n datos publicados por Gartner a nivel mundial, casi el 60% de los tel?fonos vendidos en 2013 fueron tel?fonos inteligentes. Alrededor del 80% de estos tel?fonos llevaban en su interior el sistema operativo?Android. No cabe duda, por lo tanto, de que formarse en Android es una de las mejores inversiones que puede hacer un programador en la actualidad. Como cabr?a esperar, escribir aplicaciones para dispositivos m?viles no es lo mismo que hacerlo para ordenadores de sobremesa. Las aplicaciones m?viles deben ser capaces de ejecutarse en un rango enorme de dispositivos, no solo tel?fonos, sino tambi?n relojes, pulseras, coches y televisores. Android da una respuesta satisfactoria a estos desaf?os en c?digo abierto y recientemente ha a?adido plataformas como Android Wear, Android TV y Android Auto, que abren una nueva frontera de desarrollo. El objetivo de este curso es que los estudiantes aprendan los fundamentos de la programaci?n en Android mediante el desarrollo paso a paso de una aplicaci?n. Al finalizar el curso cada estudiante habr? completado un peque?o juego casi sin darse cuenta, adquiriendo los conocimientos necesarios para utilizar los principales elementos de Android como son las actividades, los ficheros de dise?o, las intenciones, los fragmentos, los men?s, los di?logos, las preferencias, etc. Esperamos que disfrutes del curso. read more read less",/enroll?course_id=69896&direct_enroll=true,69896
Entrepreneurship 101: ¢¯Qui?n es tu cliente?,edX,Massachusetts Institute of Technology,4,4,,"FREE, Add a Verified Certificate for $99","El bootcamp es un programa intensivo de ense?anza en emprendimiento de una semana que te desaf?a a iniciar tu empresa en 5 d?as. El Bootcamp te ofrece una oportunidad ?nica para recibir mentor?a por parte de profesores y alumnos emprendedores del MIT, as? como inversionistas mientras inicias tu nueva trayectoria como emprendedor. El curso no es solo para los que piensan asistir al Bootcamp. Si tienes una idea de negocios pero no sabes c?mo avanzar, este curso te ayudar? de manera inmensurable ya sea si piensas continuar al Bootcamp o no. As? como aprender?s en este curso, ir de una idea a un negocio, necesitar?s un cliente que pague. Suena desalentador? Est? bien ? hay un m?todo sistem?tico para que logres conseguir clientes que paguen. Espec?ficamente, al terminar Emprendimiento 101, tu tendr?s las habilidades para: Realizar Segmentaci?n de Mercado Seleccionar a tu Mercado de Cabeza de Playa Desarrollar tu Perfil de ... El bootcamp es un programa intensivo de ense?anza en emprendimiento de una semana que te desaf?a a iniciar tu empresa en 5 d?as. El Bootcamp te ofrece una oportunidad ?nica para recibir mentor?a por parte de profesores y alumnos emprendedores del MIT, as? como inversionistas mientras inicias tu nueva trayectoria como emprendedor. El curso no es solo para los que piensan asistir al Bootcamp. Si tienes una idea de negocios pero no sabes c?mo avanzar, este curso te ayudar? de manera inmensurable ya sea si piensas continuar al Bootcamp o no. As? como aprender?s en este curso, ir de una idea a un negocio, necesitar?s un cliente que pague. Suena desalentador? Est? bien ? hay un m?todo sistem?tico para que logres conseguir clientes que paguen. Espec?ficamente, al terminar Emprendimiento 101, tu tendr?s las habilidades para: Realizar Segmentaci?n de Mercado Seleccionar a tu Mercado de Cabeza de Playa Desarrollar tu Perfil de Usuario Final Calcular el Tama?o de tu Mercado Alcanzable Total Entender la Persona?de tu Cliente Emprendimiento 101 est? basado en casos de estudio de empresas del MIT y sus fundadores. A trav?s de ellos, ser?s expuesto a la innovaci?n en aplicaciones m?viles, impresi?n 3D, electr?nica de potencia, desarrollo internacional, relojer?a, y m?s. En el proceso t? aprender?s c?mo entrevistar potenciales clientes, entender las diferencias cruciales entre an?lisis de mercado de arriba hacia abajo y de abajo hacia arriba, y desarrollar un marco de referencia estrat?gico para decidir qu? mercados perseguir para tu producto o servicio. Este curso es particularmente ?til para: Emprendedores corporativos construyendo una nueva l?nea de producto; Cient?ficos e ingenieros comercializando una nueva tecnolog?a; Emprendedores cuyas innovaciones han creado mercados radicalmente nuevos. Este curso?es igualmente valioso para estudiantes que buscan empezar su jornada emprendedora, educadores, y, especialmente, antiguos emprendedores, que est?n empezando a ense?ar emprendimiento. Adem?s, este curso es relevante para responsables pol?ticos que est?n trabajando para energizar los ecosistemas de innovaci?n en sus regiones. Finalmente, es grandioso tomar Emprendimiento 101 como un equipo, ya que el curso les dar? un marco com?n para tomar decisiones, sentando las bases para su ?xito a largo plazo. read more read less",/enroll?course_id=69968&direct_enroll=true,69968
Dise?o de Estrategias Exitosas y Acciones Incontenibles,edX,Galileo University,4,11,,"FREE, Add a Verified Certificate for $50","El curso est? dise?ado para que aprendas a generar un poder sin l?mites y despertar en ti la importancia de tomar iniciativas, riesgos y emprender acciones valientes que te permitan tomar ventaja de los diferentes retos y situaciones que se te presenten. Nuestro curso te proporcionar? el conocimiento y las herramientas para establecer estrategias triunfadoras y aplicarlas con ?xito. Si buscas: reforzar un liderazgo empresarial, nuevas oportunidades de negocio, una estrategia empresarial, emprender un negocio o superaci?n personal, est?s en el curso indicado, con nuestro catedr?tico especializado quien tiene en su experiencia la asesor?a de m?s de 90 empresas internacionales de diversas industrias, quien lograr? inspirarte para llegar a tener m?s que un negocio rentable o encontrar esa decisi?n que te falta para lograr tu superaci?n personal. La estrategia de ?xito se convierte en el elemento crucial que permite a personas, empr... El curso est? dise?ado para que aprendas a generar un poder sin l?mites y despertar en ti la importancia de tomar iniciativas, riesgos y emprender acciones valientes que te permitan tomar ventaja de los diferentes retos y situaciones que se te presenten. Nuestro curso te proporcionar? el conocimiento y las herramientas para establecer estrategias triunfadoras y aplicarlas con ?xito. Si buscas: reforzar un liderazgo empresarial, nuevas oportunidades de negocio, una estrategia empresarial, emprender un negocio o superaci?n personal, est?s en el curso indicado, con nuestro catedr?tico especializado quien tiene en su experiencia la asesor?a de m?s de 90 empresas internacionales de diversas industrias, quien lograr? inspirarte para llegar a tener m?s que un negocio rentable o encontrar esa decisi?n que te falta para lograr tu superaci?n personal. La estrategia de ?xito se convierte en el elemento crucial que permite a personas, empresas, instituciones y pa?ses tomar ventaja de las situaciones que enfrenta y los recursos con los que cuenta; el curso consigue desarrollar un entendimiento preciso de la situaci?n, c?mo puede tomar la ventaja sobre competidores o adversarios y c?mo generar el crecimiento sostenido a lo largo del tiempo, fortaleciendo su liderazgo, haciendo ?nfasis en el desarrollo del estratega que lleva dentro, quien piensa y act?a en cualquier momento como tal, para quien su objetivo adem?s de ser efectivo es triunfar en cada batalla librada a lo largo de su vida o en la empresa. Adem?s, aprender?s a analizar la forma en que se debe tomar decisiones con sus limitantes, a conseguir que la visi?n sea de largo plazo y que se considere el tiempo y los recursos en general como escasos. Durante 6 semanas trabajar?s sobre la originalidad y creatividad necesaria para conseguir que el factor sorpresa se consiga y genere ventaja. Partiendo del principio de que la estrategia se establece para el peor de los escenarios, todo el curso est? basado en la realidad, en la que existe competencia y terrenos complicados para poder lograr los objetivos. Este curso est? en modalidad ¡°self-paced¡±, es decir, ¡°a tu propio ritmo de aprendizaje¡±. ¢¯Qu? significa esto? Que puedes empezar el curso cuando quieras y seguirlo a tu ritmo ya que no hay fecha prevista de cierre o apertura de lecciones, no sigue un calendario establecido; los trabajos y ex?menes no tienen fecha de inicio o entrega, puedes enviarlos en cualquier momento antes de la fecha de finalizaci?n del curso. Atr?vete a convertirte en una herramienta contundente y se un generador de acciones incontenibles hacia el ?xito. read more read less",/enroll?course_id=80611&direct_enroll=true,80611
